glyph_index_id,candidate_component_id,candidate_glyph_link_id,source_id,evidence_download_id,subcharacter_external_ref_id,glyph_codepoint,glyph_codepoint_uplus,relationship_type,rights_status,review_status,caution,updated_at
obs-comp-cand-000519-glyph-0001,obs-comp-cand-000519,obimd-glyph-link-007639,src-obimd,dl-obimd-subchar-glyph-mapping,obimd-sub-ug07bm2ckw,󏔭󳂙,U+CF52D;U+F3099,subcharacter_has_glyph_codepoint,licensed_for_repository,reviewed_metadata_only,OBIMD sub-character to glyph-code-point mapping is dataset metadata; glyph code points may use private-use code points and must be reviewed before formal asset/component import.,2026-06-20
obs-comp-cand-000519-glyph-0002,obs-comp-cand-000519,obimd-glyph-link-007640,src-obimd,dl-obimd-subchar-glyph-mapping,obimd-sub-ug07bm2ckw,󳂚,U+F309A,subcharacter_has_glyph_codepoint,licensed_for_repository,reviewed_metadata_only,OBIMD sub-character to glyph-code-point mapping is dataset metadata; glyph code points may use private-use code points and must be reviewed before formal asset/component import.,2026-06-20
obs-comp-cand-000519-glyph-0003,obs-comp-cand-000519,obimd-glyph-link-007641,src-obimd,dl-obimd-subchar-glyph-mapping,obimd-sub-ug07bm2ckw,󳂛,U+F309B,subcharacter_has_glyph_codepoint,licensed_for_repository,reviewed_metadata_only,OBIMD sub-character to glyph-code-point mapping is dataset metadata; glyph code points may use private-use code points and must be reviewed before formal asset/component import.,2026-06-20
obs-comp-cand-000519-glyph-0004,obs-comp-cand-000519,obimd-glyph-link-007642,src-obimd,dl-obimd-subchar-glyph-mapping,obimd-sub-ug07bm2ckw,󳂜,U+F309C,subcharacter_has_glyph_codepoint,licensed_for_repository,reviewed_metadata_only,OBIMD sub-character to glyph-code-point mapping is dataset metadata; glyph code points may use private-use code points and must be reviewed before formal asset/component import.,2026-06-20
obs-comp-cand-000519-glyph-0005,obs-comp-cand-000519,obimd-glyph-link-007643,src-obimd,dl-obimd-subchar-glyph-mapping,obimd-sub-ug07bm2ckw,󳂝,U+F309D,subcharacter_has_glyph_codepoint,licensed_for_repository,reviewed_metadata_only,OBIMD sub-character to glyph-code-point mapping is dataset metadata; glyph code points may use private-use code points and must be reviewed before formal asset/component import.,2026-06-20
obs-comp-cand-000519-glyph-0006,obs-comp-cand-000519,obimd-glyph-link-007644,src-obimd,dl-obimd-subchar-glyph-mapping,obimd-sub-ug07bm2ckw,󳂞,U+F309E,subcharacter_has_glyph_codepoint,licensed_for_repository,reviewed_metadata_only,OBIMD sub-character to glyph-code-point mapping is dataset metadata; glyph code points may use private-use code points and must be reviewed before formal asset/component import.,2026-06-20
obs-comp-cand-000519-glyph-0007,obs-comp-cand-000519,obimd-glyph-link-007645,src-obimd,dl-obimd-subchar-glyph-mapping,obimd-sub-ug07bm2ckw,󳂟,U+F309F,subcharacter_has_glyph_codepoint,licensed_for_repository,reviewed_metadata_only,OBIMD sub-character to glyph-code-point mapping is dataset metadata; glyph code points may use private-use code points and must be reviewed before formal asset/component import.,2026-06-20
obs-comp-cand-000519-glyph-0008,obs-comp-cand-000519,obimd-glyph-link-007646,src-obimd,dl-obimd-subchar-glyph-mapping,obimd-sub-ug07bm2ckw,󳂠,U+F30A0,subcharacter_has_glyph_codepoint,licensed_for_repository,reviewed_metadata_only,OBIMD sub-character to glyph-code-point mapping is dataset metadata; glyph code points may use private-use code points and must be reviewed before formal asset/component import.,2026-06-20
