glyph_index_id,candidate_component_id,candidate_glyph_link_id,source_id,evidence_download_id,subcharacter_external_ref_id,glyph_codepoint,glyph_codepoint_uplus,relationship_type,rights_status,review_status,caution,updated_at
obs-comp-cand-002235-glyph-0001,obs-comp-cand-002235,obimd-glyph-link-034630,src-obimd,dl-obimd-subchar-glyph-mapping,obimd-sub-x370zr0v88,兵򰥰󼶜,U+5175;U+B0970;U+FCD9C,subcharacter_has_glyph_codepoint,licensed_for_repository,reviewed_metadata_only,OBIMD sub-character to glyph-code-point mapping is dataset metadata; glyph code points may use private-use code points and must be reviewed before formal asset/component import.,2026-06-20
obs-comp-cand-002235-glyph-0002,obs-comp-cand-002235,obimd-glyph-link-034631,src-obimd,dl-obimd-subchar-glyph-mapping,obimd-sub-x370zr0v88,󼶝,U+FCD9D,subcharacter_has_glyph_codepoint,licensed_for_repository,reviewed_metadata_only,OBIMD sub-character to glyph-code-point mapping is dataset metadata; glyph code points may use private-use code points and must be reviewed before formal asset/component import.,2026-06-20
obs-comp-cand-002235-glyph-0003,obs-comp-cand-002235,obimd-glyph-link-034632,src-obimd,dl-obimd-subchar-glyph-mapping,obimd-sub-x370zr0v88,󼶞,U+FCD9E,subcharacter_has_glyph_codepoint,licensed_for_repository,reviewed_metadata_only,OBIMD sub-character to glyph-code-point mapping is dataset metadata; glyph code points may use private-use code points and must be reviewed before formal asset/component import.,2026-06-20
obs-comp-cand-002235-glyph-0004,obs-comp-cand-002235,obimd-glyph-link-034633,src-obimd,dl-obimd-subchar-glyph-mapping,obimd-sub-x370zr0v88,󼶟,U+FCD9F,subcharacter_has_glyph_codepoint,licensed_for_repository,reviewed_metadata_only,OBIMD sub-character to glyph-code-point mapping is dataset metadata; glyph code points may use private-use code points and must be reviewed before formal asset/component import.,2026-06-20
obs-comp-cand-002235-glyph-0005,obs-comp-cand-002235,obimd-glyph-link-034634,src-obimd,dl-obimd-subchar-glyph-mapping,obimd-sub-x370zr0v88,󼶠,U+FCDA0,subcharacter_has_glyph_codepoint,licensed_for_repository,reviewed_metadata_only,OBIMD sub-character to glyph-code-point mapping is dataset metadata; glyph code points may use private-use code points and must be reviewed before formal asset/component import.,2026-06-20
obs-comp-cand-002235-glyph-0006,obs-comp-cand-002235,obimd-glyph-link-034635,src-obimd,dl-obimd-subchar-glyph-mapping,obimd-sub-x370zr0v88,󼶡,U+FCDA1,subcharacter_has_glyph_codepoint,licensed_for_repository,reviewed_metadata_only,OBIMD sub-character to glyph-code-point mapping is dataset metadata; glyph code points may use private-use code points and must be reviewed before formal asset/component import.,2026-06-20
obs-comp-cand-002235-glyph-0007,obs-comp-cand-002235,obimd-glyph-link-034636,src-obimd,dl-obimd-subchar-glyph-mapping,obimd-sub-x370zr0v88,󼶣,U+FCDA3,subcharacter_has_glyph_codepoint,licensed_for_repository,reviewed_metadata_only,OBIMD sub-character to glyph-code-point mapping is dataset metadata; glyph code points may use private-use code points and must be reviewed before formal asset/component import.,2026-06-20
