glyph_index_id,candidate_component_id,candidate_glyph_link_id,source_id,evidence_download_id,subcharacter_external_ref_id,glyph_codepoint,glyph_codepoint_uplus,relationship_type,rights_status,review_status,caution,updated_at
obs-comp-cand-002395-glyph-0001,obs-comp-cand-002395,obimd-glyph-link-036795,src-obimd,dl-obimd-subchar-glyph-mapping,obimd-sub-ascjpxq201,󽬰,U+FDB30,subcharacter_has_glyph_codepoint,licensed_for_repository,reviewed_metadata_only,OBIMD sub-character to glyph-code-point mapping is dataset metadata; glyph code points may use private-use code points and must be reviewed before formal asset/component import.,2026-06-20
obs-comp-cand-002395-glyph-0002,obs-comp-cand-002395,obimd-glyph-link-036796,src-obimd,dl-obimd-subchar-glyph-mapping,obimd-sub-ascjpxq201,󽬱,U+FDB31,subcharacter_has_glyph_codepoint,licensed_for_repository,reviewed_metadata_only,OBIMD sub-character to glyph-code-point mapping is dataset metadata; glyph code points may use private-use code points and must be reviewed before formal asset/component import.,2026-06-20
obs-comp-cand-002395-glyph-0003,obs-comp-cand-002395,obimd-glyph-link-036797,src-obimd,dl-obimd-subchar-glyph-mapping,obimd-sub-ascjpxq201,󽬲,U+FDB32,subcharacter_has_glyph_codepoint,licensed_for_repository,reviewed_metadata_only,OBIMD sub-character to glyph-code-point mapping is dataset metadata; glyph code points may use private-use code points and must be reviewed before formal asset/component import.,2026-06-20
obs-comp-cand-002395-glyph-0004,obs-comp-cand-002395,obimd-glyph-link-036798,src-obimd,dl-obimd-subchar-glyph-mapping,obimd-sub-ascjpxq201,󽬳,U+FDB33,subcharacter_has_glyph_codepoint,licensed_for_repository,reviewed_metadata_only,OBIMD sub-character to glyph-code-point mapping is dataset metadata; glyph code points may use private-use code points and must be reviewed before formal asset/component import.,2026-06-20
obs-comp-cand-002395-glyph-0005,obs-comp-cand-002395,obimd-glyph-link-036799,src-obimd,dl-obimd-subchar-glyph-mapping,obimd-sub-ascjpxq201,󽬴,U+FDB34,subcharacter_has_glyph_codepoint,licensed_for_repository,reviewed_metadata_only,OBIMD sub-character to glyph-code-point mapping is dataset metadata; glyph code points may use private-use code points and must be reviewed before formal asset/component import.,2026-06-20
